entry,at,order
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (25415) | #5 ""daniel @ -2udal4db3"" (20000) | #8 ""Ejk @ i4HZ9hui3f"" (54585)",2025-05-16T14:41:03.115Z,174740646311502
"-- starting hand #53 (id: l0sdiziooiz1)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:41:03.115Z,174740646311501
"The player ""daniel @ -2udal4db3"" joined the game with a stack of 20000.",2025-05-16T14:41:03.115Z,174740646311500
"""Ejk @ i4HZ9hui3f"" shows a 3♦, 9♦.",2025-05-16T14:41:01.938Z,174740646193800
"""ymk @ u2PJYvu21j"" shows a 8♠, 10♥.",2025-05-16T14:40:59.393Z,174740645939300
"-- ending hand #52 --",2025-05-16T14:40:58.803Z,174740645880302
"""Ejk @ i4HZ9hui3f"" collected 4000 from pot",2025-05-16T14:40:58.803Z,174740645880301
"Uncalled bet of 4000 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:40:58.803Z,174740645880300
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:40:57.997Z,174740645799700
"""Ejk @ i4HZ9hui3f"" raises to 4800",2025-05-16T14:40:28.253Z,174740642825300
"""ymk @ u2PJYvu21j"" bets 800",2025-05-16T14:40:24.879Z,174740642487900
"River: 10♦, 4♠, 5♦, 6♦ [2♠]",2025-05-16T14:40:22.500Z,174740642250000
"""Ejk @ i4HZ9hui3f"" calls 800",2025-05-16T14:40:21.696Z,174740642169600
"""ymk @ u2PJYvu21j"" bets 800",2025-05-16T14:40:20.146Z,174740642014600
"Turn: 10♦, 4♠, 5♦ [6♦]",2025-05-16T14:40:18.010Z,174740641801000
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:40:17.157Z,174740641715700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:40:13.394Z,174740641339400
"The admin approved the player ""daniel @ -2udal4db3"" participation with a stack of 20000.",2025-05-16T14:40:10.477Z,174740641047700
"Flop:  [10♦, 4♠, 5♦]",2025-05-16T14:40:07.456Z,174740640745600
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:40:06.611Z,174740640661100
"The player ""daniel @ -2udal4db3"" requested a seat.",2025-05-16T14:40:05.859Z,174740640585900
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:40:02.815Z,174740640281500
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:40:01.393Z,174740640139306
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:40:01.393Z,174740640139305
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (27415) | #8 ""Ejk @ i4HZ9hui3f"" (52585)",2025-05-16T14:40:01.393Z,174740640139302
"-- starting hand #52 (id: khcvaclevzad)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:40:01.393Z,174740640139301
"The player ""daniel @ -2udal4db3"" quits the game with a stack of 0.",2025-05-16T14:40:01.393Z,174740640139300
"""ymk @ u2PJYvu21j"" shows a A♦, 9♥.",2025-05-16T14:39:56.082Z,174740639608200
"-- ending hand #51 --",2025-05-16T14:39:54.833Z,174740639483303
"""Ejk @ i4HZ9hui3f"" collected 20520 from pot with Two Pair, 10's & 2's (combination: 10♣, 10♠, 2♦, 2♠, 9♣)",2025-05-16T14:39:54.833Z,174740639483302
"""Ejk @ i4HZ9hui3f"" shows a 10♣, 10♠.",2025-05-16T14:39:54.833Z,174740639483301
"""daniel @ -2udal4db3"" shows a J♥, 9♠.",2025-05-16T14:39:54.833Z,174740639483300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:39:53.976Z,174740639397600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:39:52.637Z,174740639263700
"River: 3♥, 9♣, 2♦, 8♥ [2♠]",2025-05-16T14:39:50.159Z,174740639015900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:39:49.297Z,174740638929700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:39:47.813Z,174740638781300
"Turn: 3♥, 9♣, 2♦ [8♥]",2025-05-16T14:39:45.269Z,174740638526900
"""ymk @ u2PJYvu21j"" calls 5640",2025-05-16T14:39:44.442Z,174740638444200
"""Ejk @ i4HZ9hui3f"" calls 5640",2025-05-16T14:39:14.302Z,174740635430200
"""daniel @ -2udal4db3"" raises to 5640 and go all in",2025-05-16T14:39:12.653Z,174740635265300
"""ymk @ u2PJYvu21j"" calls 1600",2025-05-16T14:39:10.486Z,174740635048600
"""Ejk @ i4HZ9hui3f"" bets 1600",2025-05-16T14:39:04.171Z,174740634417100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:39:01.804Z,174740634180400
"Flop:  [3♥, 9♣, 2♦]",2025-05-16T14:39:00.324Z,174740634032400
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:38:59.473Z,174740633947300
"""ymk @ u2PJYvu21j"" calls 1200",2025-05-16T14:38:58.247Z,174740633824700
"""Ejk @ i4HZ9hui3f"" raises to 1200",2025-05-16T14:38:56.371Z,174740633637100
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:38:54.120Z,174740633412000
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:38:52.851Z,174740633285100
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:38:51.760Z,174740633176006
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:38:51.760Z,174740633176005
"Your hand is J♥, 9♠",2025-05-16T14:38:51.760Z,174740633176003
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (34255) | #5 ""daniel @ -2udal4db3"" (6840) | #8 ""Ejk @ i4HZ9hui3f"" (38905)",2025-05-16T14:38:51.760Z,174740633176001
"-- starting hand #51 (id: nfbl7l18o3dj)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:38:51.760Z,174740633176000
"""daniel @ -2udal4db3"" shows a Q♣, A♠.",2025-05-16T14:38:47.106Z,174740632710600
"-- ending hand #50 --",2025-05-16T14:38:45.252Z,174740632525202
"""ymk @ u2PJYvu21j"" collected 6000 from pot with Two Pair, 4's & 2's (combination: 4♥, 4♣, 2♦, 2♠, Q♥)",2025-05-16T14:38:45.252Z,174740632525201
"""ymk @ u2PJYvu21j"" shows a 4♥, Q♥.",2025-05-16T14:38:45.252Z,174740632525200
"""daniel @ -2udal4db3"" calls 800",2025-05-16T14:38:44.430Z,174740632443000
"""ymk @ u2PJYvu21j"" bets 800",2025-05-16T14:38:18.953Z,174740629895300
"River: 4♣, 7♠, 2♦, 10♥ [2♠]",2025-05-16T14:38:16.827Z,174740629682700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:38:15.998Z,174740629599800
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:38:14.811Z,174740629481100
"Turn: 4♣, 7♠, 2♦ [10♥]",2025-05-16T14:38:12.074Z,174740629207400
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:38:11.245Z,174740629124500
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:38:09.545Z,174740628954500
"Flop:  [4♣, 7♠, 2♦]",2025-05-16T14:38:05.699Z,174740628569900
"""ymk @ u2PJYvu21j"" calls 1000",2025-05-16T14:38:04.877Z,174740628487700
"""daniel @ -2udal4db3"" raises to 1000",2025-05-16T14:38:03.653Z,174740628365300
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:38:01.525Z,174740628152500
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:38:00.455Z,174740628045500
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:37:59.120Z,174740627912006
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:37:59.120Z,174740627912005
"Your hand is Q♣, A♠",2025-05-16T14:37:59.120Z,174740627912003
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (31255) | #5 ""daniel @ -2udal4db3"" (9840) | #8 ""Ejk @ i4HZ9hui3f"" (38905)",2025-05-16T14:37:59.120Z,174740627912001
"-- starting hand #50 (id: 2qpqopghww8w)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:37:59.120Z,174740627912000
"""ymk @ u2PJYvu21j"" shows a 7♣, 8♦.",2025-05-16T14:37:53.898Z,174740627389800
"-- ending hand #49 --",2025-05-16T14:37:52.597Z,174740627259702
"""Ejk @ i4HZ9hui3f"" collected 3200 from pot with Pair, 9's (combination: 9♠, 9♦, K♣, 10♥, 8♠)",2025-05-16T14:37:52.597Z,174740627259701
"""Ejk @ i4HZ9hui3f"" shows a 10♥, 9♠.",2025-05-16T14:37:52.597Z,174740627259700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:37:51.767Z,174740627176700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:37:45.367Z,174740626536700
"River: K♣, 8♠, 6♣, 9♦ [4♦]",2025-05-16T14:37:43.913Z,174740626391300
"""Ejk @ i4HZ9hui3f"" calls 800",2025-05-16T14:37:43.044Z,174740626304400
"""ymk @ u2PJYvu21j"" bets 800",2025-05-16T14:37:41.996Z,174740626199600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:37:39.458Z,174740625945800
"Turn: K♣, 8♠, 6♣ [9♦]",2025-05-16T14:37:37.370Z,174740625737000
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:37:36.522Z,174740625652200
"""ymk @ u2PJYvu21j"" bets 400",2025-05-16T14:37:35.444Z,174740625544400
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:37:33.386Z,174740625338600
"Flop:  [K♣, 8♠, 6♣]",2025-05-16T14:37:27.703Z,174740624770300
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:37:26.892Z,174740624689200
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:37:25.814Z,174740624581400
"""daniel @ -2udal4db3"" folds",2025-05-16T14:37:24.715Z,174740624471500
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:37:22.751Z,174740624275106
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:37:22.751Z,174740624275105
"Your hand is 2♥, 6♠",2025-05-16T14:37:22.751Z,174740624275103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (32855) | #5 ""daniel @ -2udal4db3"" (9840) | #8 ""Ejk @ i4HZ9hui3f"" (37305)",2025-05-16T14:37:22.751Z,174740624275101
"-- starting hand #49 (id: wxwn6tqcfp8j)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:37:22.751Z,174740624275100
"-- ending hand #48 --",2025-05-16T14:37:19.836Z,174740623983602
"""Ejk @ i4HZ9hui3f"" collected 1200 from pot",2025-05-16T14:37:19.836Z,174740623983601
"Uncalled bet of 1200 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:37:19.836Z,174740623983600
"""daniel @ -2udal4db3"" folds",2025-05-16T14:37:19.030Z,174740623903000
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:37:15.211Z,174740623521100
"""Ejk @ i4HZ9hui3f"" bets 1200",2025-05-16T14:37:14.071Z,174740623407100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:37:11.931Z,174740623193100
"Turn: 3♣, A♣, 3♦ [6♠]",2025-05-16T14:37:11.026Z,174740623102600
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:37:10.181Z,174740623018100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:37:09.079Z,174740622907900
"""daniel @ -2udal4db3"" checks",2025-05-16T14:37:07.991Z,174740622799100
"Flop:  [3♣, A♣, 3♦]",2025-05-16T14:37:06.286Z,174740622628600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:37:05.455Z,174740622545500
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:37:04.403Z,174740622440300
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:37:00.056Z,174740622005600
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:36:58.139Z,174740621813906
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:36:58.139Z,174740621813905
"Your hand is 2♥, 10♣",2025-05-16T14:36:58.139Z,174740621813903
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (33255) | #5 ""daniel @ -2udal4db3"" (10240) | #8 ""Ejk @ i4HZ9hui3f"" (36505)",2025-05-16T14:36:58.139Z,174740621813901
"-- starting hand #48 (id: mvn1mvt2hrw7)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:36:58.139Z,174740621813900
"-- ending hand #47 --",2025-05-16T14:36:55.209Z,174740621520902
"""daniel @ -2udal4db3"" collected 400 from pot",2025-05-16T14:36:55.209Z,174740621520901
"Uncalled bet of 200 returned to ""daniel @ -2udal4db3""",2025-05-16T14:36:55.209Z,174740621520900
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:36:54.327Z,174740621432700
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:36:53.185Z,174740621318500
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:36:51.897Z,174740621189706
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:36:51.897Z,174740621189705
"Your hand is K♦, 8♥",2025-05-16T14:36:51.897Z,174740621189703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (33455) | #5 ""daniel @ -2udal4db3"" (10040) | #8 ""Ejk @ i4HZ9hui3f"" (36505)",2025-05-16T14:36:51.897Z,174740621189701
"-- starting hand #47 (id: q0vdehfh5vgp)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:36:51.897Z,174740621189700
"-- ending hand #46 --",2025-05-16T14:36:45.894Z,174740620589403
"""ymk @ u2PJYvu21j"" collected 800 from pot with Pair, K's (combination: K♦, K♥, Q♥, 10♣, 8♠)",2025-05-16T14:36:45.894Z,174740620589402
"""ymk @ u2PJYvu21j"" shows a 8♠, 6♠.",2025-05-16T14:36:45.894Z,174740620589401
"""Ejk @ i4HZ9hui3f"" shows a 4♠, 3♦.",2025-05-16T14:36:45.894Z,174740620589400
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:36:45.066Z,174740620506600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:36:40.009Z,174740620000900
"River: K♦, Q♥, K♥, 5♣ [10♣]",2025-05-16T14:36:38.801Z,174740619880100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:36:37.988Z,174740619798800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:36:36.319Z,174740619631900
"Turn: K♦, Q♥, K♥ [5♣]",2025-05-16T14:36:35.077Z,174740619507700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:36:34.263Z,174740619426300
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:36:33.220Z,174740619322000
"Flop:  [K♦, Q♥, K♥]",2025-05-16T14:36:31.901Z,174740619190100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:36:31.094Z,174740619109400
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:36:28.539Z,174740618853900
"""daniel @ -2udal4db3"" folds",2025-05-16T14:36:27.479Z,174740618747900
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:36:24.394Z,174740618439406
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:36:24.394Z,174740618439405
"Your hand is 10♦, 2♦",2025-05-16T14:36:24.394Z,174740618439403
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (33055) | #5 ""daniel @ -2udal4db3"" (10040) | #8 ""Ejk @ i4HZ9hui3f"" (36905)",2025-05-16T14:36:24.394Z,174740618439401
"-- starting hand #46 (id: jpx1mlwpdnfz)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:36:24.394Z,174740618439400
"-- ending hand #45 --",2025-05-16T14:36:21.471Z,174740618147102
"""Ejk @ i4HZ9hui3f"" collected 2800 from pot",2025-05-16T14:36:21.471Z,174740618147101
"Uncalled bet of 2100 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:36:21.471Z,174740618147100
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:36:20.668Z,174740618066800
"""Ejk @ i4HZ9hui3f"" bets 2100",2025-05-16T14:36:19.326Z,174740617932600
"River: 4♠, 2♣, 2♠, Q♠ [9♦]",2025-05-16T14:36:09.858Z,174740616985800
"""daniel @ -2udal4db3"" folds",2025-05-16T14:36:09.022Z,174740616902200
"""ymk @ u2PJYvu21j"" calls 800",2025-05-16T14:36:07.967Z,174740616796700
"""Ejk @ i4HZ9hui3f"" bets 800",2025-05-16T14:36:04.247Z,174740616424700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:36:01.782Z,174740616178200
"Turn: 4♠, 2♣, 2♠ [Q♠]",2025-05-16T14:36:00.118Z,174740616011800
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:35:59.238Z,174740615923800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:35:58.155Z,174740615815500
"""daniel @ -2udal4db3"" checks",2025-05-16T14:35:57.023Z,174740615702300
"Flop:  [4♠, 2♣, 2♠]",2025-05-16T14:35:54.587Z,174740615458700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:35:53.774Z,174740615377400
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:35:52.620Z,174740615262000
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:35:50.436Z,174740615043600
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:35:49.129Z,174740614912906
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:35:49.129Z,174740614912905
"Your hand is J♦, 9♥",2025-05-16T14:35:49.129Z,174740614912903
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (34255) | #5 ""daniel @ -2udal4db3"" (10440) | #8 ""Ejk @ i4HZ9hui3f"" (35305)",2025-05-16T14:35:49.129Z,174740614912901
"-- starting hand #45 (id: m2l9xzdit8g4)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:35:49.129Z,174740614912900
"-- ending hand #44 --",2025-05-16T14:35:43.126Z,174740614312603
"""daniel @ -2udal4db3"" collected 800 from pot with Pair, 4's (combination: 4♠, 4♣, K♠, 9♦, 8♣)",2025-05-16T14:35:43.126Z,174740614312602
"""daniel @ -2udal4db3"" shows a 4♠, 5♦.",2025-05-16T14:35:43.126Z,174740614312601
"""ymk @ u2PJYvu21j"" shows a 6♦, 10♠.",2025-05-16T14:35:43.126Z,174740614312600
"""daniel @ -2udal4db3"" checks",2025-05-16T14:35:42.305Z,174740614230500
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:35:40.202Z,174740614020200
"River: K♠, 3♣, 8♣, 4♣ [9♦]",2025-05-16T14:35:39.324Z,174740613932400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:35:38.497Z,174740613849700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:35:34.333Z,174740613433300
"Turn: K♠, 3♣, 8♣ [4♣]",2025-05-16T14:35:33.580Z,174740613358000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:35:32.771Z,174740613277100
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:35:31.687Z,174740613168700
"Flop:  [K♠, 3♣, 8♣]",2025-05-16T14:35:29.970Z,174740612997000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:35:29.156Z,174740612915600
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:35:28.109Z,174740612810900
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:35:26.647Z,174740612664700
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:35:25.196Z,174740612519606
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:35:25.196Z,174740612519605
"Your hand is 4♠, 5♦",2025-05-16T14:35:25.196Z,174740612519603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (34655) | #5 ""daniel @ -2udal4db3"" (10040) | #8 ""Ejk @ i4HZ9hui3f"" (35305)",2025-05-16T14:35:25.196Z,174740612519601
"-- starting hand #44 (id: akeuoqwt2lr7)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:35:25.196Z,174740612519600
"-- ending hand #43 --",2025-05-16T14:35:19.193Z,174740611919301
"""daniel @ -2udal4db3"" collected 10040 from pot with Two Pair, A's & Q's (combination: A♦, A♠, Q♣, Q♥, 8♠)",2025-05-16T14:35:19.193Z,174740611919300
"River: 8♠, A♠, 7♦, Q♥ [3♦]",2025-05-16T14:35:15.168Z,174740611516800
"Turn: 8♠, A♠, 7♦ [Q♥]",2025-05-16T14:35:11.163Z,174740611116300
"""daniel @ -2udal4db3"" shows a Q♣, A♦.",2025-05-16T14:35:07.159Z,174740610715901
"""ymk @ u2PJYvu21j"" shows a 5♠, A♥.",2025-05-16T14:35:07.159Z,174740610715900
"Some players choose to not run it twice.",2025-05-16T14:35:06.315Z,174740610631501
"""daniel @ -2udal4db3"" chooses to not run it twice.",2025-05-16T14:35:06.315Z,174740610631500
"""ymk @ u2PJYvu21j"" chooses to  run it twice.",2025-05-16T14:35:05.030Z,174740610503000
"Remaining players decide whether to run it twice.",2025-05-16T14:35:04.761Z,174740610476101
"""ymk @ u2PJYvu21j"" calls 3520",2025-05-16T14:35:04.761Z,174740610476100
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:34:33.541Z,174740607354100
"""daniel @ -2udal4db3"" raises to 3520 and go all in",2025-05-16T14:34:32.446Z,174740607244600
"""ymk @ u2PJYvu21j"" bets 800",2025-05-16T14:34:28.281Z,174740606828100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:34:24.728Z,174740606472800
"Flop:  [8♠, A♠, 7♦]",2025-05-16T14:34:22.919Z,174740606291900
"""ymk @ u2PJYvu21j"" calls 1000",2025-05-16T14:34:22.109Z,174740606210900
"""Ejk @ i4HZ9hui3f"" calls 1000",2025-05-16T14:34:21.081Z,174740606108100
"""daniel @ -2udal4db3"" raises to 1000",2025-05-16T14:34:19.458Z,174740605945800
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:34:14.213Z,174740605421306
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:34:14.213Z,174740605421305
"Your hand is Q♣, A♦",2025-05-16T14:34:14.213Z,174740605421303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (39175) | #5 ""daniel @ -2udal4db3"" (4520) | #8 ""Ejk @ i4HZ9hui3f"" (36305)",2025-05-16T14:34:14.213Z,174740605421301
"-- starting hand #43 (id: udqkyiumakey)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:34:14.213Z,174740605421300
"-- ending hand #42 --",2025-05-16T14:34:08.209Z,174740604820903
"""Ejk @ i4HZ9hui3f"" collected 5600 from pot with Pair, 10's (combination: 10♠, 10♦, K♦, Q♠, J♠)",2025-05-16T14:34:08.209Z,174740604820902
"""Ejk @ i4HZ9hui3f"" shows a 10♠, K♦.",2025-05-16T14:34:08.209Z,174740604820901
"""daniel @ -2udal4db3"" shows a K♣, 2♠.",2025-05-16T14:34:08.209Z,174740604820900
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:34:07.315Z,174740604731500
"""daniel @ -2udal4db3"" checks",2025-05-16T14:34:06.234Z,174740604623400
"River: Q♠, 3♠, 2♣, J♠ [10♦]",2025-05-16T14:33:59.682Z,174740603968200
"""Ejk @ i4HZ9hui3f"" calls 1600",2025-05-16T14:33:58.862Z,174740603886200
"""daniel @ -2udal4db3"" bets 1600",2025-05-16T14:33:57.765Z,174740603776500
"Turn: Q♠, 3♠, 2♣ [J♠]",2025-05-16T14:33:53.138Z,174740603313800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:33:52.290Z,174740603229000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:33:51.253Z,174740603125300
"Flop:  [Q♠, 3♠, 2♣]",2025-05-16T14:33:49.853Z,174740602985300
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:33:48.996Z,174740602899600
"""Ejk @ i4HZ9hui3f"" raises to 1200",2025-05-16T14:33:44.154Z,174740602415400
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:33:40.167Z,174740602016700
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:33:39.104Z,174740601910400
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:33:36.127Z,174740601612706
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:33:36.127Z,174740601612705
"Your hand is K♣, 2♠",2025-05-16T14:33:36.127Z,174740601612703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (39175) | #5 ""daniel @ -2udal4db3"" (7320) | #8 ""Ejk @ i4HZ9hui3f"" (33505)",2025-05-16T14:33:36.127Z,174740601612701
"-- starting hand #42 (id: tx85dt9p62bz)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:33:36.127Z,174740601612700
"-- ending hand #41 --",2025-05-16T14:33:33.202Z,174740601320202
"""Ejk @ i4HZ9hui3f"" collected 7800 from pot",2025-05-16T14:33:33.202Z,174740601320201
"Uncalled bet of 7320 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:33:33.202Z,174740601320200
"""daniel @ -2udal4db3"" folds",2025-05-16T14:33:32.387Z,174740601238700
"""Ejk @ i4HZ9hui3f"" bets 7320",2025-05-16T14:33:05.538Z,174740598553800
"""daniel @ -2udal4db3"" checks",2025-05-16T14:33:03.379Z,174740598337900
"Turn: 10♠, 8♣, 9♣ [6♥]",2025-05-16T14:33:02.284Z,174740598228400
"""daniel @ -2udal4db3"" calls 2600",2025-05-16T14:33:01.411Z,174740598141100
"""Ejk @ i4HZ9hui3f"" bets 2600",2025-05-16T14:32:56.633Z,174740597663300
"""daniel @ -2udal4db3"" checks",2025-05-16T14:32:54.177Z,174740597417700
"Flop:  [10♠, 8♣, 9♣]",2025-05-16T14:32:53.093Z,174740597309300
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:32:52.250Z,174740597225000
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:32:51.191Z,174740597119100
"""Ejk @ i4HZ9hui3f"" raises to 1200",2025-05-16T14:32:50.069Z,174740597006900
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:32:47.714Z,174740596771406
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:32:47.714Z,174740596771405
"Your hand is 4♣, A♣",2025-05-16T14:32:47.714Z,174740596771403
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (39375) | #5 ""daniel @ -2udal4db3"" (11120) | #8 ""Ejk @ i4HZ9hui3f"" (29505)",2025-05-16T14:32:47.714Z,174740596771401
"-- starting hand #41 (id: l0v1fkvihtiu)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:32:47.714Z,174740596771400
"-- ending hand #40 --",2025-05-16T14:32:41.709Z,174740596170901
"""daniel @ -2udal4db3"" collected 11120 from pot with Two Pair, A's & 3's (combination: A♦, A♥, 3♦, 3♣, 9♦)",2025-05-16T14:32:41.709Z,174740596170900
"River: 9♦, 3♦, 4♥, 2♦ [3♣]",2025-05-16T14:32:37.662Z,174740595766200
"Turn: 9♦, 3♦, 4♥ [2♦]",2025-05-16T14:32:33.629Z,174740595362900
